budget.level,supplementary,flow,fin.year,budget.category,flow.type,budget.entry,value
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Small-scale Industry Department,4.581
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Agriculture Department,1832.769
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Fisheries Department,382.675
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Fisheries Department,36.15
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Livestock Breeding and Veterinary Department,439.61
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Livestock Breeding and Veterinary Department,4.5
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Forestry Department,1069.928
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Forestry Department,29.89
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Environmental Conservation Department,85.318
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Environmental Conservation Department,195.407
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Sports and Physical Education Department,569.041
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Sports and Physical Education Department,701.4
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Mining Department,138.073
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Budget Department,76.659
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Budget Department,3.2
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Planning Department,941.539
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Planning Department,262.84
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Human Settlement and Housing Development Department,1680.66
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Human Settlement and Housing Development Department,94.595
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Road Department,2462.994
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Road Department,17173.901
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Central Inland Freight Handling Committee,69.622
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Yangon City Development Committee,92491.95
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Yangon City Development Committee,127917.616
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Loans,Yangon City Development Committee,7311.508
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Development Affairs Organizations,2898.37
Yangon,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Development Affairs Organizations,3441.63
Sagaing,FALSE,income,2017,"High Court, Advocate General, Auditor General",Tax Revenue,Region/State Cabinet,2130.897
Sagaing,FALSE,income,2017,"High Court, Advocate General, Auditor General",Other Income,Region/State Cabinet,509.67
Sagaing,FALSE,income,2017,"High Court, Advocate General, Auditor General",Union Govt's Support Income,Region/State Cabinet,3700
Sagaing,FALSE,income,2017,"High Court, Advocate General, Auditor General",Other Income,Region/State Hluttaw,0.017
Sagaing,FALSE,income,2017,"High Court, Advocate General, Auditor General",Other Income,Courts,507.012
Sagaing,FALSE,income,2017,"High Court, Advocate General, Auditor General",Other Income,Legal Offices,0.63
Sagaing,FALSE,income,2017,"High Court, Advocate General, Auditor General",Other Income,Accounting Offices,0.213
Sagaing,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Current Expenditure,Region/State Cabinet,8429.284
Sagaing,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Capital Expenditure,Region/State Cabinet,29425.612
Sagaing,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Gov't Support Expenditure,Region/State Cabinet,3700
Sagaing,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Current Expenditure,Region/State Hluttaw,782.467
Sagaing,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Capital Expenditure,Region/State Hluttaw,155.84
Sagaing,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Current Expenditure,Courts,51.41
Sagaing,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Current Expenditure,Legal Offices,692.311
Sagaing,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Capital Expenditure,Legal Offices,57
Sagaing,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Current Expenditure,Accounting Offices,1497.927
Sagaing,FALSE,expenditure,2017,"High Court, Advocate General, Auditor General",Capital Expenditure,Accounting Offices,96.65
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Excise Tax,1200
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Land Revenue,71
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Embankment Tax,0.137
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Tax for extraction from Forest,274.296
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Tax for extraction from Minerals,64.238
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Lakes/streams tax,653.637
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Property Tax,984.48
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Tax Revenue,Wheel Tax,351.709
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,General Administration Department,53.661
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Special Investigation Department,0.025
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Fire  Service Department,3.552
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Cooperative Department,9.342
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Small Enterprises,3.74
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Agriculture Department,20.5
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Fisheries Department,11.075
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Livestock Breeding and Veterinary Department,14.5
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Dry Zone Greening Department,20.3
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Environmental Department,0.429
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Sports and Physical Education Department,30.982
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Mining Department,4.44
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Planning Department,0.069
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Human Settlement and Housing Development Department,102.985
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Road Department,176
Sagaing,FALSE,income,2017,"Ministries, Administrative Departments, Municipals",Other Income,Development Affairs Organizations,10693.167
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,General Administration Department,10851.901
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,General Administration Department,4383.058
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Gov't Support Expenditure,General Administration Department,20
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Special Investigation Department,191.387
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Fire Services Department,1925.232
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Fire Services Department,3023.263
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Cooperative Department,1634.06
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Cooperative Department,34.6
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Small Enterprises,110.17
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Small Enterprises,152
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Agriculture Department,3500
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Agriculture Department,684.857
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Fisheries Department,364.746
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Fisheries Department,175.62
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Livestock Breeding and Veterinary Department,953.038
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Livestock Breeding and Veterinary Department,51.028
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Forestry,2239.903
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Forestry,34.02
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Dry Zone Greening Department,806.047
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Dry Zone Greening Department,144.114
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Environmental Department,72.991
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Environmental Department,92.38
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Sports and Physical Education Department,700
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Sports and Physical Education Department,3429.555
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Mining Department,36.938
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Budget Department,116.649
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Budget Department,130.504
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Current Expenditure,Planning Department,1039.136
Sagaing,FALSE,expenditure,2017,"Ministries, Administrative Departments, Municipals",Capital Expenditure,Planning Department,325.04
